;tid;act;emotion;sentiment;text
5630;2017-En-10879;que;['anger', 'anticipation'];negative;@TrueAggieFan oh so that's where Brian was! Where was my invite?
5631;2017-En-31322;sug;['joy', 'love', 'optimism'];positive;Keep #smiling because life is a beautiful thing and there's so much to #smile about. #MarilynMonroe #KeepSmiling
5632;2017-En-31554;oth;['joy', 'optimism'];positive;@yap_yip --an uncertainty. [Halsey teases, her lips curving into a jovial smirk.]
5633;2017-En-20211;sta;['fear'];negative;i'd let jiho step on my throat but he'd probs be afraid he'd hurt me
5634;2017-En-40583;exp;['anticipation'];negative;-- used as a pawn in this red woman's game] For now, try not to fret and act as if nothing is amiss. This is a royal -- @TheLadyOfGlenco
5635;2017-En-21887;exp;['anticipation', 'joy', 'optimism'];negative;@HillaryClinton Americans for HRC! Now maybe, as you see the world getting rid of terror to save their countries you'll get the  DEMS out.
5636;2017-En-20583;exp;['anger', 'disgust', 'sadness'];negative;@ChrisChristie You have no Police credentials-You were a litigator. Nothing more-No Experience.#Sad #TrumpPuppet #Felon #bully #jersey4sale
5637;2017-En-31057;exp;['disgust', 'joy', 'sadness'];negative;@essdotX the jovial and forgiving negro is always pressed upon to act against his/her self-interest in favor of the oppressor
5638;2017-En-40077;exp;['disgust', 'fear', 'pessimism', 'sadness'];negative;@CTV_PowerPlay @lraitt Horrid disease! My maternal grandmother and each of her sisters suffered from this affliction. It's hard on all.
5639;2017-En-20468;sug;['anger', 'fear'];negative;@ChowdharyMahima Appreciate ur 'half truth.' Don't let ur good judgement swayed in the realm of propaganda. State doesn't sponsor terrorism.
5640;2017-En-41526;exp;['sadness'];negative;I was not made for this world. #empath #unhappy
5641;2017-En-40606;sta;['joy', 'optimism', 'trust'];positive;Refuge Recovery Boston - Weds 7:30-9 pm. #healing #support #addiction #recovery #buddhism #meditation #sober #cambma #meeting #harvardsq
5642;2017-En-20108;sta;['fear', 'pessimism', 'sadness'];negative;I'm scared that my coworkers are going to submit me to one of those 'wardrobe makeover' shows. #fear #fashion
5643;2017-En-30935;sta;['anger', 'joy'];positive;#blackish always has me #rollin
5644;2017-En-30245;exp;['joy', 'optimism'];positive;Being a veteran just totally got me out of a ticket. I'm elated right now, close call.
5645;2017-En-10808;exp;['anticipation', 'joy', 'optimism'];negative;Sometimes the best motivations come from 'proving them wrong' #energy  #MotivationalQuotes
5646;2017-En-31351;exp;['joy', 'optimism'];positive;Solange is more aesthetically pleasing than your fave.
5647;2017-En-40770;que;['anticipation', 'optimism'];neutral;What do you get when you cross an #apple tree and a #pine tree? 🍎🌲\nNothing. You can't cross-pollinate #deciduous and #coniferous #trees.
5648;2017-En-40974;sug;['anger', 'disgust', 'sadness'];negative;@downseung I'm sorry about your loss... no one should ever give you shit for taking your time to mourn. No matter how long it takes.
5649;2017-En-21217;sta;['fear', 'joy'];positive;@RyanAbe awe yay thank god I was so worried.
5650;2017-En-41476;sta;['anticipation', 'disgust', 'sadness'];negative;@MUTGuru I know guys that sink $1000s into the game and only to build a team and play solos. But this hear you make nothing on solos.
5651;2017-En-40127;exp;['pessimism', 'sadness'];negative;Smokeys dad is sad :/
5652;2017-En-41037;que;['disgust', 'joy', 'sadness'];positive;“My friend do you fly away now? To a world that abhors you and I? All that awaits you is a somber morrow No matter where the winds may blow”
5653;2017-En-40649;exp;['optimism'];positive;Blessed are those who mourn, for they will be comforted \n                                              Mt 5:4
5654;2017-En-21775;que;['anticipation'];negative;@LucidHurricane_ wait, you mean he wasn't armed with a book?
5655;2017-En-30370;sta;['joy', 'love', 'optimism'];positive;Watch this amazing live.ly broadcast by @haythatjamile8  #musically
5656;2017-En-11534;que;[];negative;@lericoo 35. Do you hold a grudge against your ex?
5657;2017-En-41509;que;['joy', 'optimism'];positive;... Huh. Perhaps... Because we're both so dreary, we get along well?
5658;2017-En-11008;sta;['anger'];negative;After what just happened. In need to smoke.
5659;2017-En-21728;exp;['anger', 'joy'];negative;@yupdats_jess @nereriveraa_ this doesn't concern you OR your sister. So show up if you want too lol.
5660;2017-En-41233;sta;['anger', 'sadness'];negative;But right now I'm feeling pretty desolate.
5661;2017-En-31209;que;['sadness'];negative;Why bother tweeting poor men's? \nWhat good does it do?  If I'm unable to be cheery,  I go quiet.  Missed you,  btw
5662;2017-En-41529;sta;['anger', 'sadness'];negative;@redBus_in #unhappy with #redbus CC, when I talked with them before a week still they didn't initiate the refund of the transaction.
5663;2017-En-11683;sta;['anger', 'disgust'];negative;Like he really just fucking asked me that. #offended
5664;2017-En-21712;exp;['joy', 'love'];positive;@eliroth ya know I love ya man, but #TheGreenInferno really fucked with my head....(giggle)..do it again. #epic  #ineedtherapy
5665;2017-En-40078;sta;['joy', 'optimism', 'sadness'];negative;If anybody needs me I'll be drowning my blues in a sea of whiskey 🍻
5666;2017-En-21119;sta;['joy', 'optimism'];positive;I can be so shy but once I come out of my shell that's it 😂
5667;2017-En-30215;sug;['joy', 'optimism'];positive;If you simply act out of kindness, strength, and optimism, today will be the best day ever! @Tarleton_KINE @DrKaylaPeak @jssimpson9
5668;2017-En-10175;sta;['anger', 'disgust', 'sadness'];negative;Forgot to eat dinner and now I'm furious with everything and everyone
5669;2017-En-30206;exp;['joy', 'trust'];positive;He showed us a really lively performance, with a lot of different emotions, not just sticking to one. And that's freaking awesome.
5670;2017-En-10941;sta;['joy', 'love', 'optimism', 'sadness'];negative;At the point today where if someone says something remotely kind to me, a waterfall will burst out of my eyes
5671;2017-En-20623;sta;['anger', 'disgust'];negative;"broken policy' #blasio &lt;&gt; #trump #giuliani 'broken windows' all part of 'pecking order' #bully politics #america RESIST #motto"
5672;2017-En-22075;sug;['fear', 'optimism'];positive;The cure for anxiety is an intimate relationship with Christ. - 1 John 4:18 #anxiety
5673;2017-En-22137;exp;['optimism', 'pessimism', 'sadness'];negative;Somewhere between  #hope and #despair the day after #meetingmyabuserincourt \n#DVSurvivor
5674;2017-En-41295;sug;['sadness'];negative;Come here, let me do whatever I do with it. #dismal
5675;2017-En-21065;oth;['joy'];positive;@Burnt_Out_Darth @theaterofscifi thanks.
5676;2017-En-10906;sta;['anger', 'disgust'];negative;Just joined #pottermore and was sorted into HUFFLEPUFF 😡😡😡 #fuming
5677;2017-En-21096;sta;['joy'];positive;@eclecticbrotha Thanks, big bro. It's shake and bake and you helped.
5678;2017-En-11460;exp;['anger', 'disgust', 'optimism', 'pessimism', 'sadness'];negative;In inter-group relationships, #anger makes people think in more negative and prejudiced terms about outsiders.
5679;2017-En-21993;req;['fear', 'sadness'];negative;@AnthonyEinzig I'm so sorry. This is heartbreaking and so scary. If it can happen there it can happen anywhere. Please be safe 🙏🏻
5680;2017-En-30107;sta;['joy', 'love', 'optimism'];positive;By the way, I'm wearing the smile you gave me today. \n#you #me #smile
5681;2017-En-20418;sta;['fear'];negative;@LmRyle @tomcolicchio @realDonaldTrump @HillaryClinton @ajjaffe I understand your concerns but look at her foundation contributions #worry
5682;2017-En-31507;sug;['optimism', 'trust'];negative;Try to find the good in the negative. The negative can turn out to be good.\n#anxietyrelief #optimism #openminded
5683;2017-En-20865;sta;['anticipation', 'fear', 'joy'];negative;I have a job interview with @BarclaysUK in Loughborough next month !!!
5684;2017-En-10180;exp;['anger', 'disgust'];negative;You a fuck boy if you run drag routes back to back in madden
5685;2017-En-21313;sug;['anger', 'disgust'];negative;@CNN please fire don lemon!!Do not let him report on anymore  protest. He is #horrible #negative and runs away from the issue at hand!
5686;2017-En-11051;exp;['anger', 'disgust'];negative;if u have time 2 open a snap, u have time 2 respond
5687;2017-En-10056;exp;['anger'];negative;Absolutely fuming that some woman jumped into my prebooked taxi and drove off 😡
5688;2017-En-20762;oth;['anticipation', 'fear', 'joy', 'optimism'];negative;Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary  #kittens
5689;2017-En-30316;sta;['joy', 'optimism', 'trust'];positive;Watch this amazing live.ly broadcast by @kana_blender  #musically
5690;2017-En-31118;sta;['joy'];positive;@tweet_faver its reaper!! before he became reaper, you can find their stories on the wiki and thru the comics and animated shorts!
5691;2017-En-21717;exp;['optimism'];positive;@Cassena13 I know if I wasn't an optimist I would despair.
5692;2017-En-21364;exp;['joy', 'optimism'];positive;#GoodAfternoon! ^^ Doesn't matter whn you #start something, as long as you start it #today. 'Age' only exists in the mind. You are #Timeless
5693;2017-En-10524;sta;['anger', 'disgust', 'joy'];negative;That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave.
5694;2017-En-40353;exp;['pessimism', 'sadness'];negative;Everything is far away because time is short, no rest for the weary.
5695;2017-En-10749;sta;['anger', 'disgust'];negative;I'm just doing what u should b doing just minding my business and grinding relentless @LITO615
5696;2017-En-21465;exp;['anger', 'disgust', 'pessimism'];negative;@maggyvaneijk Old age?! No hope for the rest of us. Destined to become deatheaters by 50
5697;2017-En-30976;exp;['joy', 'love', 'optimism'];positive;@NoorBazzi14 lowkey I want to go just to chirp Anna LOL but say hi to Atkins for me!! One of my favourite coaches, he's smart and caring
5698;2017-En-10305;sta;['anger', 'disgust', 'sadness'];negative;@serendipity127_ @zombiecalorie @Angel_Eyes66 I'm sensing a theme here tho lol #angry
5699;2017-En-22195;sta;['anger', 'disgust'];negative;My roommate: it's okay that we can't spell because we have autocorrect. #terrible #firstworldprobs
5700;2017-En-31291;exp;['joy'];positive;@1xfly you sir are hilarious
5701;2017-En-31210;exp;['joy', 'optimism', 'trust'];positive;"The Lord thy God in the midst of thee is mighty; he will save, he will rejoice over thee with joy; \nZephaniah 3:17 KJV"
5702;2017-En-21151;sta;['anger', 'disgust', 'joy'];negative;Really.....#Jumanji 2....w/ The Rock, Jack Black, and Kevin Hart...are you kidding me! WTF! #ThisIsATerribleIdea
5703;2017-En-41458;exp;['pessimism', 'sadness'];negative;the thing with Twitter is i only remember to tweet when i'm bored or alone and then it comes across like i have a really dull and sad life.👽
5704;2017-En-21640;sta;['anger'];negative;@vkon1 @WindyCOYS by all accounts he was poor first half. Started showboating once game was safe
5705;2017-En-20874;sta;['fear', 'joy', 'love', 'optimism'];positive;Ready for my sweet princess to arrive. I'll he 37 weeks this Saturday! #excited #nervous
5706;2017-En-10304;exp;['anger', 'disgust'];negative;.@RepDelBene: 'Today's proceedings and the entire process is an insult to our constituents.'
5707;2017-En-20959;sta;['anticipation', 'joy', 'optimism'];negative;Going to get myself a copy of @StephenKing's CUJO for an upcoming project that I can't talk about just yet.  #amwriting
5708;2017-En-21034;sta;['anticipation', 'joy', 'love', 'optimism'];positive;@Oooooo_Donna @sturgishigh @politicususa   @CNN took its first baby  step now let's hope they will start running
5709;2017-En-30358;sta;['joy', 'love', 'optimism'];positive;@BattleSmitten \n\nother begin telling a 'story' he realized that she was making an attempt at cheering him up. It was sweet of her and so ➤
5710;2017-En-20511;exp;['anger', 'disgust'];negative;@Greener105th so you are astounded that I respect blacks to vote like any other human? u talk so down towards them. What bigotry on display!
5711;2017-En-30668;exp;['optimism'];positive;If I were assured of your eventual destruction I would, in the interests of the public, cheerfully accept my own.' Sherlock Holmes
5712;2017-En-10020;sta;['anger', 'disgust'];negative;Making my buddy cry !! Bitch wait for revenge 🤗👌🏻
5713;2017-En-20363;exp;['anger', 'disgust', 'fear'];negative;They're both awful in their own ways, but just saying. The way he treated Aniston alone makes him a nightmare male narcissist to be avoided.
5714;2017-En-30007;sta;['joy', 'love', 'optimism'];positive;#BridgetJonesBaby is the best thing I've seen in ages! So funny, I've missed Bridget! #love  #TeamMark
5715;2017-En-21129;sta;['joy'];positive;It's simple I get after two shots of espresso 'Grande, decaf, 130 degrees soy americano with extra foam' #barista
5716;2017-En-11211;exp;['anger', 'disgust'];negative;@tony_tr3 I'd say your outrage is the really FAUX outrage.
5717;2017-En-30331;sta;['joy'];positive;Catering channel's at the height technics hearty enjoyment symptomatize: vrlfEyrN
5718;2017-En-30876;exp;['joy', 'love', 'optimism'];positive;Dolores.' A thin lipped smile graced glossed lips as she let blues peer over at the woman. ' A constant delight.. As always.'
5719;2017-En-10174;exp;['anger', 'disgust'];negative;@Disneyland #nothappy and still #charging the #fullprice 😡😡 #fuming some your #bestrides 😳😳
5720;2017-En-40218;sug;['anticipation', 'sadness'];negative;When you have 15 doe run the opposite side of you 🙁
5721;2017-En-20681;exp;['optimism'];positive;a #monster is only a #monster if you view him through
5722;2017-En-20426;sta;['fear', 'pessimism', 'sadness'];negative;"@myaeggs I can't get a better look at her bc I'm too shy to make eye contact ;-;"
5723;2017-En-22002;exp;['disgust', 'fear', 'pessimism', 'sadness'];negative;@carlymarierozy @makeupsue it's sad but now we are making our own children vulnerable to the same terror.
5724;2017-En-41231;oth;['joy'];positive;Rockin to  Bob Dylan singin'  Bob Dylan's 115th Dream on LPCO Klassic Rock #classicrock #klassicrock #rocknroll #blues #onlineradio
5725;2017-En-21323;exp;['anger', 'disgust'];negative;@Curculiunculus @System1Politics Yep, as I pointed out before, it's the politics of loathing. That's why the big candidates are so horrible.
5726;2017-En-22024;sta;['joy', 'optimism'];positive;Goodbye everyone, tremendous #LTHEchat tonight
5727;2017-En-21896;sta;['fear'];negative;i had a panic attack the other night because i thought my mum was out but she was actually downstairs and she started bashing around hrjdjd
5728;2017-En-20279;exp;['anger', 'disgust', 'fear', 'pessimism'];negative;Democracy doesn't work\n#mob #mentality #mass #hysteria #fear #mongering #oligarchy
5729;2017-En-41424;sta;['anger', 'disgust', 'sadness'];negative;@danhirtle @Bell Another unhappy customer.  #secreteyes
5730;2017-En-10249;exp;['anger', 'love'];positive;You will never find someone who loved you like I did. And that my love, will be my revenge.
5731;2017-En-30855;sta;['joy', 'optimism'];positive;Each day is what you make of it! #goals #challenges #business #goals   #success #photographer #photography #ThursdayThoughts
5732;2017-En-30473;sta;['joy'];positive;Watch this amazing live.ly broadcast by @evanhufferd  #musically
5733;2017-En-40592;exp;['joy'];positive;And with rich Fumes his sullen sences cheer'd.
5734;2017-En-30813;sta;['disgust', 'pessimism', 'sadness'];negative;But i'll be a pity. 🐑
5735;2017-En-22168;sta;['fear', 'sadness'];negative;Just Laying Here, Can't Sleep 4 Some Reason #restless
5736;2017-En-21620;sta;['anger', 'disgust'];negative;On the drive home today I heard a censored version of Spirits by The Strumbellas. 'Guns' replaced with 'dreams'. Just NO. #awful #censorship
5737;2017-En-20887;sta;['fear', 'joy', 'sadness'];negative;Hahahah what a horrific penalty from bayer. 5 feet wide. Jesus
5738;2017-En-31485;sta;['joy', 'optimism'];positive;Having a blast playing games and hearing testimonies at Pastor Jeremy's house #fellowship #food  #praise #gospel #coffey1617
5739;2017-En-20158;sta;['anticipation', 'fear'];negative;I have a job interview with @BarclaysUK in Loughborough next month #nervous!!!
5740;2017-En-21565;sta;['anger', 'disgust', 'fear', 'pessimism', 'surprise'];negative;It'd probably be useful to more than women, but I'm dealing with re-reading an article about a woman being harassed on the subway. #concern
5741;2017-En-21806;sta;['surprise'];neutral;@SimplyMayaMarie @STILLStanding_B 😂😂😂 y'all know I'm crazy its just shocking that's all
5742;2017-En-20411;sta;['fear', 'joy', 'love', 'optimism'];positive;@rsiereilly my heart did the flutter
5743;2017-En-30032;oth;['joy', 'love'];positive;LOVE LOVE LOVE  #fun #relaxationiskey
5744;2017-En-11396;oth;['pessimism', 'sadness'];negative;"@DepressedStride &gt; huff louder"
5745;2017-En-22007;exp;['fear', 'sadness'];negative;#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. #depression  #anxietyprobz
5746;2017-En-41266;exp;['anger', 'disgust', 'pessimism'];negative;@cristinalaila1 just when I thought this disgusting man couldn't sink any lower-like Hillary he his depravity of character has no bottom
5747;2017-En-20498;exp;['anger', 'disgust', 'pessimism'];negative;God we need a new goal keeper! They’re both horrific.
5748;2017-En-31360;exp;['joy', 'love', 'optimism'];positive;A warm #smile is the universal language of kindness William Arthur Ward #love #kindness
5749;2017-En-21458;sta;['disgust', 'fear', 'pessimism', 'sadness'];negative;I've realized my anxiety is at an all time high when I'm in my office. I feel prisoned here and I pick up on bad energy.
5750;2017-En-11299;exp;['anger', 'sadness'];negative;Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver #revenge
5751;2017-En-40442;exp;['fear', 'pessimism', 'sadness'];negative;. @UNFCCC @uncclearn The problem is the time it has taken to do this means its going to be out of date already. #sadly
5752;2017-En-40927;sug;['joy', 'optimism'];positive;@space_gayz high fantasy , i feel like you could make a melancholy college age slice of life thing work too
5753;2017-En-21181;sta;['joy', 'trust'];positive;@AlaskaGurus @adventuretweets agreed! 😍 an awe to meet such beautiful, powerful animals.
5754;2017-En-10475;sta;['anger', 'disgust'];negative;@len_snart gives a frustrated growl, before stepping closer and putting his gun through the barrier. No alarms and nothing happened. He-
5755;2017-En-40951;sta;['optimism', 'sadness'];negative;Been a while since I been sober. This life can be so hard
5756;2017-En-10354;exp;['anger', 'disgust'];negative;@mdivincenzo9 he's stupid, I hate him lol
5757;2017-En-22212;exp;['fear'];negative;@skyfootball manchester united...still untrusted iam afraid i might loose my bet
5758;2017-En-11365;exp;['anger', 'disgust', 'fear'];negative;There are adults commiting serious crimes in the name of protest.(like burning a library) how are we just expecting them to get a warning?
5759;2017-En-20599;exp;['fear'];negative;#Everything you've ever wanted awaits you on the other side of #fear . #IfIWasTheOppositeSex #AskAMan
5760;2017-En-10012;que;['anger', 'disgust'];negative;Bitches aggravate like what inspires you to be the biggest cunt known to man kind?
5761;2017-En-21444;sta;['anticipation', 'joy'];positive;Patriot rookie QB Jacoby Brissett  to start vs Houston tomorrow nite.\n\n'Been a learning process since I got here.Gotta be ready to go.'
5762;2017-En-20901;sta;['anticipation', 'sadness'];negative;I really wanna go to fright fest 😩
5763;2017-En-11160;exp;['anger', 'disgust'];negative;Ppl like that irritate my soul
5764;2017-En-10409;oth;['anger', 'anticipation', 'disgust'];negative;@RoyEnglish roy as fiery
5765;2017-En-20068;sta;['anger', 'disgust', 'fear', 'sadness'];negative;im literally shaking bc im nervous and bc its fucking cold oh how i love life
5766;2017-En-10057;exp;['anger', 'disgust', 'sadness'];negative;I'm nothing but a hateful and bitter fag
5767;2017-En-10871;sta;['anticipation', 'sadness'];negative;Sorry guys I have absolutely no idea what time i'll be on cam tomorrow but will keep you posted.
5768;2017-En-20635;exp;['anger', 'disgust', 'sadness'];negative;Just #terrible from the cats there. Wow. #AFLCatsSwans
5769;2017-En-22093;sug;['disgust', 'fear', 'pessimism'];negative;@simonschuster @StephenKing @BuzzFeed And don't forget a fear of St. Bernards. #Cujo
5770;2017-En-40090;exp;['pessimism', 'sadness'];negative;Baaarissshhhhh + sad song =  prefect night — feeling alone
5771;2017-En-40030;sta;['disgust', 'sadness'];negative;People stealing things from my work out quite the damper on my day so now I am going to wear pajamas all day
5772;2017-En-10092;thr;['anger', 'disgust'];negative;Worst juror ever? Michelle. You were Nicole's biggest threat. #bitter #bb18
5773;2017-En-21289;exp;['pessimism', 'sadness', 'surprise'];negative;"@RussiaInsider Really sad &amp; surprising. 1 side #Russia fighting against #IS &amp; on the other supporting #Pak which is epic centre 4"
5774;2017-En-10924;exp;['anger', 'optimism'];negative;Anger, resentment, and hatred are the destroyer of your fortune today.
5775;2017-En-41410;sta;['sadness'];negative;@CornerBakery Sorry I missed you :) I stayed up late working and pondering life
5776;2017-En-30564;sta;['fear', 'pessimism'];negative;My two older boys were elated, my toddler was terrified. I have pics of his poor little face peeping through the hole in the basket.
5777;2017-En-11073;que;['anger', 'disgust', 'fear'];negative;A black female LEO💙 was shot 8 times and died in Philadelphia --Where's the #outrage black people? @BarackObama #Sharpton #blm #TheFive
5778;2017-En-10035;sta;['anger', 'disgust'];negative;Unbelievable takes 10 minutes to get through to @BarclaysUK then there's a fault and the call hangs up #fuming #treatcustomersfairly
5779;2017-En-22052;oth;['fear', 'optimism'];positive;Worry makes you look at the problem and God makes you look at the promise. #problem #promise #worry #fear #faith #God #theanswer #spiritu...
5780;2017-En-21117;sta;['anticipation', 'joy', 'optimism', 'trust'];positive;Thoroughly enjoying AHS tonight. #ahs  #americanhorrorstory
5781;2017-En-10669;sta;['disgust'];negative;That is at least the 3rd time the balls been burst in our games
5782;2017-En-30763;sta;['joy', 'optimism', 'trust'];positive;@alphavenger all chuck seasons, she had that one bright spot with dan, where she was allowed to be smart and kind //and// fashionable
5783;2017-En-40562;sta;['joy', 'pessimism'];positive;AQW should've always stayed in the 08 art style, now it's just a competition to create more detailed art each time.
5784;2017-En-11258;sta;['anger', 'disgust', 'sadness'];negative;I sit at home so damn much that everything is starting to irritate me . I need to get out the house by myself !
5785;2017-En-22225;oth;['fear', 'optimism', 'trust'];negative;World wants #peace from #terrorism #WorldPeaceDay #internationaldayofpeace
5786;2017-En-21923;sta;['fear', 'pessimism'];negative;@MoonPendent13 One of my friends has a fear of mirrors because he tried to summon Bloody Mary, and he thinks she's going to pop up any time!
5787;2017-En-30586;sta;['joy', 'optimism'];positive;My ukulele bag has fallen apart. 😐 WELLL AT LEAST my life hasn't yet!! #Joys\n\n#quote  #problemsolving #behappy
5788;2017-En-20572;exp;['anger', 'disgust'];negative;@BlizzHeroes I feel horrible dealing with 'players' in HotS. News on what you're doing about it? Getting stuck with uncooperative people!
5789;2017-En-22134;sta;['anger', 'disgust', 'fear'];negative;And im not even going to get into how its discriminatory to several religions which mandate its followers to let their hair dread.
5790;2017-En-30106;exp;['joy'];positive;Just had #efficient #great #smiling service @AppleBelgique store. Impressive team of geniuses ready to redefine what customer service is!
5791;2017-En-40438;exp;['anger', 'disgust', 'sadness'];negative;@LucidBurrito Doesnt do it to anyone else, he literally pulled me into the office cause someone complained I spit in the sink yesterday
5792;2017-En-21078;sug;['anticipation', 'joy', 'optimism'];positive;Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration  #great #motivation
5793;2017-En-40944;oth;['sadness'];negative;when season 13 of greys anatomy premieres today. it you're only on season 7 #sadness :(
5794;2017-En-30987;sta;['joy', 'optimism'];positive;@Author_LB Awesome. My 9 yr old grandson runs cross country. No Simon Whitfield but still a lot of fun cheering him on.
5795;2017-En-22076;exp;['fear', 'love', 'optimism'];neutral;The cure for anxiety is an intimate relationship with Christ. - 1 John 4:18
5796;2017-En-21423;exp;['anger', 'disgust'];negative;@chelseahandler I don't think your a girls girl #fraud #bully #celebeffer
5797;2017-En-40478;sta;['anger', 'joy', 'optimism'];negative;Already plotting next steps if I get cut off by the same minivan in tomorrow's drop-off line. #preschoolpolitics #momthings #serious
5798;2017-En-21548;sta;['disgust', 'fear'];negative;@ykrahs666 @HaiderAlAbadi @HassanRouhani %95 of Iraqi political was fighting with Iran against Iraq in 80s %99 of terror in Iraq is Iranian
5799;2017-En-21799;exp;['anger', 'disgust', 'fear'];negative;#Pakistan is ‘terrorist state’, carries out #war crimes: #India to @UN.\n#UNGA #terrorism #UN
5800;2017-En-21783;exp;['joy', 'optimism', 'trust'];positive;😂 - youre one of those whod bully me omg but it was all banter and we could laugh at it later haha. Youre a nice guy x
5801;2017-En-31581;exp;['joy'];positive;Just caught up with @RichardEGrant's wonderful new series on #EalingComedies. Infectious delight in every interview and film clip.
5802;2017-En-40115;sta;['pessimism', 'sadness'];negative;Condolences to the  JC and the Georges family..
5803;2017-En-41465;sta;['joy', 'optimism', 'trust'];negative;@pete_ferriday Aww rest your weary head here
5804;2017-En-11392;exp;['anger', 'disgust'];negative;@EE your website is making me feel violent rage and your upgrade options aren't helping either. #Aaaaarrrrgghhh #iwanttocancel #rage
5805;2017-En-30412;sta;['joy', 'optimism'];positive;@jessbr0ughton don't be shy next time! We're a cheery bunch. :) \n\nSam. X
5806;2017-En-31164;sta;['joy', 'love'];positive;@CScheiwiller can't stop smiling 😆😆😆
5807;2017-En-20730;sta;['anticipation', 'optimism'];negative;$100 says Teufel is 'reassigned' within the organization before next year, but I wish it was sooner... #Mets #thirdbasecoach  #lgm
5808;2017-En-11297;exp;['anger', 'disgust', 'sadness'];negative;The side effects of #fighting and #disrespect.. comes #ignoring the person and show you #don'tcare at all!! #sweet .
5809;2017-En-21092;sta;['joy', 'optimism'];positive;Profit are from 5-20% per day to 100-300% per month.Don't hesitate to contact us for the more results! info@fxventury.com
5810;2017-En-20054;exp;['anger', 'disgust', 'fear'];negative;@Markgatiss I'm surrounded by those Trump voters. You're right, it is fucking terrifying. #redstate
5811;2017-En-31376;sta;['joy', 'love', 'optimism'];positive;I love this hearty negro laugh jade and @XavierDLeau let out re:lochte 😂😂
5812;2017-En-21600;sta;['anger', 'disgust'];negative;I look #horrible today and I just saw 6 people ik in the past 10 min :-)
5813;2017-En-20367;sta;['anger', 'disgust'];negative;@BaileyDemented @hsmitty3 ill kill u if u bully her 😤😤😤
5814;2017-En-10470;sug;[];negative;British humour should offend and challenge mainstream views. Hat off to Clarkeson. The ultra left should go and kneel before Allah!!
5815;2017-En-10032;exp;['anger', 'disgust', 'sadness'];negative;I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed
5816;2017-En-20702;exp;['anger', 'disgust'];negative;If you really care like you state @flyfrontier @FrontierCare then I would seriously address sensitivity training to your employees #awful
5817;2017-En-20679;exp;['anger', 'disgust', 'joy'];negative;@Max_Kellerman  it also helps that the majority of NFL coaching is inept. Some of Bill O'Brien's play calling was wow, #awful! #GOPATS
5818;2017-En-20788;sta;['disgust', 'pessimism', 'sadness'];negative;@RoWillFindYou Eric couldn't help but laugh, though that made him wince in pain. It hurt. A lot. He just wanted to sit down somewhere —
5819;2017-En-31515;exp;['anticipation'];negative;Her charm is liveliness but this is also her weakness.
5820;2017-En-30688;sta;['joy', 'optimism', 'sadness', 'trust'];negative;smiling through the stress :) :) :) :) :) :) :( :( :( :( :( :( :(
5821;2017-En-22089;sta;['joy', 'love', 'optimism'];positive;Happy Birthday to my favorite author, @StephenKing #horror #writer #author
5822;2017-En-30199;sug;['joy', 'optimism'];positive;Bunk ur class📚 at least once in your life time cuz later when u look back good marks will not make u happy but memories😊 will'    -APJ
5823;2017-En-10902;sta;['anger', 'sadness'];negative;S/O to the girl that just hit my car...not only did she get lucky w/ no scratch but also from being spared the wrath of sleep deprived Kait🙃
5824;2017-En-31047;exp;['joy', 'love', 'optimism'];positive;✨you make me happy @EthanDolan @GraysonDolan✨
5825;2017-En-20859;que;['anticipation', 'fear', 'joy'];negative;Anyyyyone wanna go to fright fest with me on Friday night? 👻
5826;2017-En-40123;sta;['pessimism', 'sadness'];negative;@Uber_RSA when you click over and over again for a cupcake but there are no vehicles available... #sadness
5827;2017-En-40098;que;['pessimism', 'sadness'];negative;Tell me how I'm supposed to feel. #broken #hateful #guilty #love #sadness
5828;2017-En-20328;sta;['anger', 'anticipation', 'disgust', 'fear'];negative;From harboring Osama bin Laden to its relationship with Haqqani network, there is enough evidence to prove Pakistan is sponsoring terrorism
5829;2017-En-41495;que;['anger', 'disgust', 'pessimism'];negative;Feminists should ask themselves, why they're so unhappy, and why they lack love in their lives. Is it b/c they are fighting a losing game?
5830;2017-En-22070;sta;['fear'];negative;If I'm working and I know you're working., keep in touch with other woman cuz you make me nervous... #OffTop
5831;2017-En-10434;sta;['anger', 'disgust'];negative;I screened my own snap what kind of narcissistic ass would smh
5832;2017-En-30078;sta;['joy', 'love', 'surprise', 'trust'];positive;#BridgetJonesBaby is the best thing I've seen in ages! So funny, I've missed Bridget! #love #hilarious #TeamMark
5833;2017-En-31490;sta;['joy', 'optimism', 'surprise', 'trust'];positive;@beingbrilliant @johnmurrays you're welcome. It's genuinely made me give my head a wobble and realise what's important in life.
5834;2017-En-20107;sta;['disgust', 'fear', 'sadness'];negative;An @amityaffliction kind of drive home from work today #nightmare #dailyfeels
5835;2017-En-41094;exp;['anger', 'disgust', 'joy'];negative;me: tis a dreary day today\nfriend: he's a teenager not Shakespeare's reincarnation \n\nim such a dumbass lol
